normalized_comment,number_of_reviews,number_of_products,canonical_product_links
excellent product. i appreciate that i was able to return a product i didn't like from a previous purchase. helpful staff.,2,2,"[""https://www.ulta.com/p/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod5770259"", ""https://www.ulta.com/p/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod12871043""]"
excellent!,2,2,"[""https://www.ulta.com/p/amazonian-clay-12-hour-blush-pimprod2043868"", ""https://www.ulta.com/p/bi-facil-double-action-eye-makeup-remover-xlsImpprod3650064""]"
finally a setting spray that works and keeps my makeup on all day,2,2,"[""https://www.ulta.com/p/porefessional-super-setter-long-lasting-makeup-setting-spray-mini-pimprod2040598"", ""https://www.ulta.com/p/porefessional-super-setter-long-lasting-makeup-setting-spray-pimprod2020913""]"
"first off, cute packaging! love the glow this provides and how tacky it is for makeup to stick to. and it's a spf! 100% love this product and will purchase after using up.",3,3,"[""https://www.ulta.com/p/bronzing-blendrops-spf-40-priming-drops-pimprod2043859"", ""https://www.ulta.com/p/illuminizing-blendrops-spf-40-priming-drops-pimprod2043861"", ""https://www.ulta.com/p/perfecting-blendrops-spf-40-priming-drops-pimprod2043860""]"
"first problem is that half of it falls down when you squeeze it out. half the time before i get a chance to rub it in, it crumbles and falls on the floor. second issue is my rosacea skin hates it. i break out unfortunately.",2,2,"[""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-mini-pimprod2029931"", ""https://www.ulta.com/p/porefessional-lite-ultra-lightweight-face-primer-pimprod2029932""]"
first time trying this product out and i loved how it looks on me once i brush off the excessive. color is perfect and the powder is very soft.,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
"first time user of the bb and am very satisfied to see my skin look flawless and it reduces the look of my fine line wrinkles. i'm 60 years old but look 10 years younger! oh, and it lasts all day without getting a dull look later in the day or night.",2,2,"[""https://www.ulta.com/p/bb-cream-spf-20-pimprod2005693"", ""https://www.ulta.com/p/travel-size-bb-cream-spf-20-pimprod2015578""]"
"for fair skin, this is a gem. i love that it doesn't have an orange tint!!! it layers well and really brings the color back into my skin after foundation.",2,2,"[""https://www.ulta.com/p/cheek-dew-hydrating-serum-blush-pimprod2027226"", ""https://www.ulta.com/p/pressed-powder-bronzer-pimprod2038313""]"
for me i have normal to dry skin. i like this primer to use under estee lauder and charlotte tilbury foundation. under georgio armani it doesn't work well and seperates. since charlotte is silicone based this primer works well with it. highly recommend depending on the foundation you're using. looks exactly like pictured when used will full coverage foundation.,2,2,"[""https://www.ulta.com/p/original-photo-finish-smooth-blur-oil-free-primer-xlsImpprod3590041"", ""https://www.ulta.com/p/travel-size-original-photo-finish-smooth-blur-oil-free-primer-pimprod2033047""]"
"for someone that lives far away from the store that can not test the color and can not see how it matches my skin tone. and i would like to exchange not return it. but the process is so complicated i have to return the item and wait for 7-10 days to get my money back and purchase a new item as a new order and pay for the shipping. what if i don't like the new color i have to do it over again. i am trying to call and live chat nobody can help the customer service said ""sorry, this is how we do"" what? this is a global brand threat to the customer. i am very disappointed.",2,2,"[""https://www.ulta.com/p/pure-color-envy-sculpting-blush-pimprod2030735"", ""https://www.ulta.com/p/pure-color-envy-sculpting-blush-refill-pimprod2031074""]"
for the price you would think it was be good. but its not. makes you look cakey. it is super thick. and i tocuhed my face and alot of it came off. definitaly not worth the price,2,2,"[""https://www.ulta.com/p/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod5770259"", ""https://www.ulta.com/p/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod12871043""]"
"from the moment i tried this primer i was hooked. i have to use like 3 different color correctors, but this primer makes it easy. i love it! definitely a favorite!",2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
"full coverage, hydrating, over all great product for the price would compare to high end products",2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
gave the perfect warmth to the looks i was trying to achieve. formula is awesome and super blendable. i definitely recommend ordering these!,2,2,"[""https://www.ulta.com/p/cheek-dew-hydrating-serum-blush-pimprod2027226"", ""https://www.ulta.com/p/pressed-powder-bronzer-pimprod2038313""]"
"get creamy, non comunigenic formula. just doesnt last very long",2,2,"[""https://www.ulta.com/p/supercharged-bronzer-multistick-pimprod2026828"", ""https://www.ulta.com/p/supercharged-cheek-lip-multistick-pimprod2021340""]"
getting more before i'm out,2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
glodes on smooth and blends out easily. good color payoff.,2,2,"[""https://www.ulta.com/p/megaglo-makeup-stick-blush-xlsImpprod16731045"", ""https://www.ulta.com/p/megaglo-makeup-stick-pimprod2043772""]"
good,8,8,"[""https://www.ulta.com/p/double-wear-stay-in-place-foundation-xlsImpprod14641507"", ""https://www.ulta.com/p/facial-spray-with-aloe-chamomile-lavender-xlsImpprod17411021"", ""https://www.ulta.com/p/la-base-pro-oil-free-longwear-makeup-primer-xlsImpprod3650168"", ""https://www.ulta.com/p/makeup-remover-cleansing-towelette-singles-pimprod2002068"", ""https://www.ulta.com/p/perfect-finish-hd-powder-xlsImpprod14521161"", ""https://www.ulta.com/p/plump-right-back-electrolytes-plumping-primer-serum-pimprod2029851"", ""https://www.ulta.com/p/prime-of-your-life-smoothing-firming-treatment-primer-pimprod2024582"", ""https://www.ulta.com/p/travel-size-base-tape-hydrating-primer-pimprod2007206""]"
good cleanser and moisturizer,2,2,"[""https://www.ulta.com/p/pro-collagen-cleansing-balm-xlsImpprod18731145"", ""https://www.ulta.com/p/travel-size-pro-collagen-cleansing-balm-pimprod2004741""]"
good product,10,10,"[""https://www.ulta.com/p/4-in-1-correcting-primer-energize-rescue-xlsImpprod18031023"", ""https://www.ulta.com/p/bronzer-reloaded-pimprod2007948"", ""https://www.ulta.com/p/hydrating-camo-concealer-pimprod2013395"", ""https://www.ulta.com/p/lock-it-finishing-powder-pimprod2018115"", ""https://www.ulta.com/p/loose-setting-powder-90"", ""https://www.ulta.com/p/matte-cream-mattifying-blurring-primer-pimprod2044585"", ""https://www.ulta.com/p/photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2030498"", ""https://www.ulta.com/p/travel-size-matte-cream-mattifying-blurring-primer-pimprod2044589"", ""https://www.ulta.com/p/travel-size-photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2032761"", ""https://www.ulta.com/p/whoopsie-eye-liner-corrector-pimprod2043303""]"
"good product, works as i'd like it to. soft and blendable, not muddy. no complaints.",2,2,"[""https://www.ulta.com/p/laguna-bronzer-powder-talc-free-pimprod2038440"", ""https://www.ulta.com/p/mini-laguna-bronzer-powder-talc-free-pimprod2038438""]"
"good quality. coverage is amazing and durability as well. only problem for me, as i do have a oily skin, was that let my skin to shine. but overall is a good product, very hydrating.",2,2,"[""https://www.ulta.com/p/photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2030498"", ""https://www.ulta.com/p/travel-size-photo-finish-primerizer-hydrating-primer-with-hyaluronic-acid-pimprod2032761""]"
good/safe on my sensitive skin while still being long-lasting,2,2,"[""https://www.ulta.com/p/butter-bronzer-murumuru-butter-bronzer-xlsImpprod13621011"", ""https://www.ulta.com/p/matte-monoi-butter-bronzer-pimprod2021750""]"
gorgeous!,2,2,"[""https://www.ulta.com/p/born-blush-4-in-1-cheek-palette-pimprod2030225"", ""https://www.ulta.com/p/everlasting-refillable-blush-pimprod2021341""]"
got this as a free gift and just love it. it keeps my skin so matte. it's soft to the touch. great product that works. highly recommend!,2,2,"[""https://www.ulta.com/p/matte-cream-mattifying-blurring-primer-pimprod2044585"", ""https://www.ulta.com/p/travel-size-matte-cream-mattifying-blurring-primer-pimprod2044589""]"
"got this as a free gift, but glad i did not pay for it. did not keep me matte, broke up my foundation.",2,2,"[""https://www.ulta.com/p/matte-cream-mattifying-blurring-primer-pimprod2044585"", ""https://www.ulta.com/p/travel-size-matte-cream-mattifying-blurring-primer-pimprod2044589""]"
got this as my birthday gift this month. the size was an insult. ultas bday gifts were always a descent size. amount in this would only cover a quarter! wasnt worth the gas to get it. pathetic.,2,2,"[""https://www.ulta.com/p/original-photo-finish-smooth-blur-oil-free-primer-xlsImpprod3590041"", ""https://www.ulta.com/p/travel-size-original-photo-finish-smooth-blur-oil-free-primer-pimprod2033047""]"
great,8,8,"[""https://www.ulta.com/p/glow-time-pro-bb-cream-pimprod2033089"", ""https://www.ulta.com/p/maneater-blush-glow-cheek-plump-pimprod2028223"", ""https://www.ulta.com/p/matte-cream-mattifying-blurring-primer-pimprod2044585"", ""https://www.ulta.com/p/my-stellar-micellar-makeup-remover-wipes-pimprod2009506"", ""https://www.ulta.com/p/pro-fix-stick-color-correcting-concealers-pimprod2042801"", ""https://www.ulta.com/p/refillable-compact-pimprod2031651"", ""https://www.ulta.com/p/soft-blur-poreless-face-primer-pimprod2046618"", ""https://www.ulta.com/p/travel-size-matte-cream-mattifying-blurring-primer-pimprod2044589""]"
"great affordable concealer just sadly cant find my right shade, this is waterbased to make sure you use a water based primer!",2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
"great color for lighter skin tones or those getting started in contour. this makes for the perfect starter shade with warmer undertones, it mimics more of a bronzer shade than a contour necessarily. looked great when opened in-box.",2,2,"[""https://www.ulta.com/p/cheek-dew-hydrating-serum-blush-pimprod2027226"", ""https://www.ulta.com/p/pressed-powder-bronzer-pimprod2038313""]"
great concealer,2,2,"[""https://www.ulta.com/p/enlighten-plus-under-eye-concealer-pimprod2022036"", ""https://www.ulta.com/p/forever-skin-correct-concealer-pimprod2036834""]"
great concealer perfect match for my skin tone,2,2,"[""https://www.ulta.com/p/i-am-magic-concealer-pimprod2006835"", ""https://www.ulta.com/p/i-am-magic-mini-concealer-pimprod2026783""]"
great concealer waterproof goes on really well. yes i'd buy this again,2,2,"[""https://www.ulta.com/p/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod5770259"", ""https://www.ulta.com/p/travel-size-bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-xlsImpprod12871043""]"
great coverage,7,7,"[""https://www.ulta.com/p/16h-cover-last-powder-foundation-pimprod2033174"", ""https://www.ulta.com/p/16hr-camo-concealer-pimprod2002811"", ""https://www.ulta.com/p/acne-solutions-liquid-makeup-foundation-pimprod2043524"", ""https://www.ulta.com/p/camo-cc-cream-pimprod2020783"", ""https://www.ulta.com/p/infallible-24h-fresh-wear-foundation-in-a-powder-pimprod2021871"", ""https://www.ulta.com/p/shape-tape-full-coverage-concealer-xlsImpprod14251035"", ""https://www.ulta.com/p/skin-full-coverage-longwear-concealer-pimprod2034752""]"
great coverage!,4,4,"[""https://www.ulta.com/p/amazonian-clay-16-hour-full-coverage-foundation-pimprod2025023"", ""https://www.ulta.com/p/fit-me-natural-finish-concealer-xlsImpprod2980149"", ""https://www.ulta.com/p/purematch-liquid-concealer-pimprod2042421"", ""https://www.ulta.com/p/ultra-le-teint-ultrawear-all-day-comfort-flawless-finish-compact-foundation-pimprod2030112""]"
great coverage.,2,2,"[""https://www.ulta.com/p/duet-perfecting-concealer-pimprod2014349"", ""https://www.ulta.com/p/hy-glam-concealer-pimprod2038096""]"
great everyday product,4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
great for aging skin,2,2,"[""https://www.ulta.com/p/cc-cream-with-spf-50-xlsImpprod5770257"", ""https://www.ulta.com/p/mini-cc-cream-with-spf-50-pimprod2013015""]"
"great for bronzy finish, i used this instead of normal dark contour and it looked great and blended perfectly. great product for price.",2,2,"[""https://www.ulta.com/p/velvet-contour-bronzer-stick-pimprod2040056"", ""https://www.ulta.com/p/velvet-contour-stick-blush-pimprod2040099""]"
great for fair skin. definitely something i'd recommend for good coverage and long lasting coverage.,2,2,"[""https://www.ulta.com/p/double-wear-stay-in-place-matte-powder-foundation-makeup-pimprod2031254"", ""https://www.ulta.com/p/double-wear-stay-in-place-matte-powder-foundation-refill-pimprod2031253""]"
